comment,movie_link,movie_title,num,score
연기력 배우빨로 볼만은하나 스토리는 너무 뻔한내용 진부함 스토리가 아쉽 좀더 잘다듬고 하면 배우진이 출중해서 신세계2는 됐을뻔할텐데 아쉬움,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036517,6
액션도 액션이지만 내용도 넘나 좋았어요 감동도 있고 박정민 귀여워쥬금  ㅜㅜ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036516,10
배우들의 연기는 매우 훌륭함. 하지만 스토리가 매우 아쉽다. 영화 아저씨와 테이큰을 섞은 느낌을 지울 수 없다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036515,7
제발 보지 마 ㅈㄴ 노잼이야,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036514,6
진짜죄다알바네ㅋㅋ걍재미가없음 내용도없고 심지어 연기도봇함 1년만에 극장에서 본영화인데..,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036513,4
한번 본 영화는 잘 안본다But  또 보고싶다 존잼이다막 애인같아 ㅎㅎ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036512,9
정말 기대했는데 별루 스토리도 엉망이고 긴장감도 없고 연기력만 오짐감독이 오피스 감독 이였을때 이미 폭망각,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036511,6
애인이 아닌 사귄지 얼마되지 않은 썸녀랑 본다면 파탄을 각오해야할걸? 오로라 백야 보고싶다고 스웨덴 이야기를 자주 하던 여친이 같이 보더니 쏙 들어감 ㄷㄷㄷ 영화는 내 관점에선 별로 난해하지 않았음 ''있을 때 잘해 후회하지말고~ '',https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=182014&target=after,미드소마,17036510,9
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=161242&target=after,범죄도시,17036509,10
진짜 요즘나온영화중 촉오,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036528,10
간만에 잼나게 본 영화... 요즘 영화들 다 망하더만..이건 정말 강추임.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036527,10
"기홍이 상민을 떠난이유는 뭘까?아픈아내때문에? 아니면 딸?아님 아들과 함께 회사로 찾아온 상민의 남편을 처음 보고? 만약 상민의 남편이 회사로 찾아오지 않고기홍과 상민이 만났다면그때 기홍은 상민에 무슨말을 했을까?흐름상.. 아마도 헤어짐을 얘기했을것 같다..기홍과 상민의 관계는 어느  한쪽이 연락을 일방적으로 끊어도 그 누구도 서로에게 뭐라할 수 없는 그런사이..그리고,, 마지막 헬싱키에서 상민을 그렇게 지나친 기홍은 상민을 다시 찾아 갔을것이다.. 분명히..그런 기홍을 상민은 받아줬을것이고,,계속 이런관계의 반복..(개인적인 생각은 그런 기홍을 상민이 받아주지 않았음 한다..)다른리뷰들처럼 상민의 본인의 행동에후회는 할지언정 기홍에 대한 미련은 남지 않을테고반대로 기홍은 상민에 대한 후회와 미련을 동시에 갖고살아갈 것 같고.. 공유와 전도연의 감정연기는 정말 대체불가공유의 마지막 엔딩씬... 눈빛연기는김기홍 이라는 남자그자체 였던 듯 하다",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=122133&target=after,남과 여,17036526,10
박정민  영화 니가살렸다 ㅋ새로발견했음,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036525,10
정말 재밌게 본 영화다시 보고싶,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=164101&target=after,스윙키즈,17036524,10
이정재 뒤로 갈수록 눈빛이 미친사람같아지는데 진짜 소름돋음. 박정민도 인상깊었지만 이정재 연기에 정말 박수칩니다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036523,10
액션 영화란 이런 것이다란 것을 느껴진다타격감이 좋아 통쾌하다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036522,10
배우들 연기랑 액션신 연출이 너무 좋아요ㅠㅠㅠ몰입도도 있고 근래 나온 한국영화 중에 가장 만족스럽게 본 것 같습니다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036521,10
꼭 이렇게까지 할필욘 없잖아?,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036520,4
또 보고싶다.. 스토리 눈에 안들어 온다.연기와 영상미로 다 잡아 먹는다 진심.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036519,9
최근 본 영화 중에 가장 재미있었다고 아이들이 그러더라고요. 저도 재미있게 봤습니다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17036496,8
그냥 공포영화 치고는 아이들과 볼만 했어요~^^,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,반도,17036495,6
"쭈욱 밀고나가는 액션영화라 생각없이 편하게 봤습니다, 보고나면 박정민이 젤 인상 깊을겁니다.",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036494,8
간만에 영화다운 영화  즐김,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036493,10
스릴러영화라 굉장히 무섭더라구요 ..     근데 재밌어서 2번 이상 봤어요 ~,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=155411&target=after,반드시 잡는다,17036492,10
오랜만에 본 수작. 범죄와 코믹을 가볍지 않게 풀어낸 감독의 역량이 뛰어납니다. 근데 왜 정우성의 어설픈 연기는 이렇게도 매력적일까요...,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179181&target=after,지푸라기라도 잡고 싶은 짐승들,17036491,9
늙은 아저씨의 신세계 (feat. 박정민),https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036490,10
"연출의 디테일이 약함. 액션씬에서의 고구마 먹은것처럼 답답한 연출이 많음..그냥,,극장에서 않봐도 될듯.ㅡ..ㅡ",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036489,5
헨리  OST ??,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193686&target=after,정도,17036488,10
힐링되는 영화였습니다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=183429&target=after,블루 아워,17036487,10
오빠~ 오빠아~ 어엉 ㅠ.. 오빠 어떡해 오빠..!!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036508,8
헐리우드 맨온파이어와 좀 흡사  격투액션은 볼만 하지만 총격전은 너무하급~ 납치된 아이와 트렌스잰더의 결과의 조화가 애매하네요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036507,4
킹오브더 파이터같은 영화. 스토리 연결성이 더좋았다면 더좋았을텐데..이 영화의 연기력은 굿^^,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036506,8
배우들연기 너무잘하는데 ...도대체 내용이 왜이러는건지 ㅋ진짜 살면서 처음 후기남기는데 보먼서 배우들 아까워서ㅠ미치는줄,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036504,2
마지막5분이 다한 영화 ㅎ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=180026&target=after,유혹의 계절,17036502,10
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17036501,10
이정재 황정민을 기대하고 봤는데 예상치 못한 박정민 연기에 빠진영화.감독판 기대합니다^ㅇ^,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036500,10
감독판 기대합니다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036499,10
히치콕적 스릴러와 첨단 하드 액션이 조화롭다.드 팔마의 블록버스터!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=17626&target=after,미션 임파서블,17036498,10
배우들 열연이 영화를 돋보이게 합니다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=176306&target=after,남산의 부장들,17036497,10
박정민 연기에 좋은 평점 누르고 갑니다.. (영화끝나고 박정민만 생각나)이정재 역할은 본인 이미지와 이질감이 너무 심했다..ㅠㅠ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036476,9
추적자 이정재가 경찰특공대랑 싸우는거 처럼 말이 안되는 몇몇 장면 때문에 1점 빼지만 재미는 있습니다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036475,9
말이필요없다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036474,10
연기와 액션은 훌륭하지만 내용전개가 매끄럽지 않은거 같아서 9점..,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036473,9
스토리 개연성이 너무 부족함ㅠㅠ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036470,2
봐도봐도 질리지 않고 계속 보게되어요.   지금은 대사도 외우고 ㅋㅋ  96번 봤어요 진짜 재미있어요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=67696&target=after,코렐라인: 비밀의 문,17036471,10
어딘가 있을 현실의 암울함,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=157493&target=after,졸업반,17036469,9
몇번이고 봐도 질리지가않네 ㅠㅠ꿀잼,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=71509&target=after,아저씨,17036468,10
정말 오랜만에 볼만한 영화였음... 반도로 썩은눈 다만악으로 정화...장르물에 충실한 작품,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036467,10
너무너무 재밌어용~~,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036466,10
비도 오고 그래서 인근 CGV 조조로 보고 왔는데 그 많은 애기들도 끝날때 까지 단 한번도 웃지를 않음.. 평점이 높아서 보고 온건데 속았음.. 배급사나 이런데서 알바 풀었나 보네.. 강비추,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=134824&target=after,애니멀 크래커,17036486,1
"누구에게나 있는 헛점, 그러나 빈틈 없는 구성과 연출, 연기력의 영화",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=159110&target=after,더 파티,17036485,10
취향에 맞다면 돈이 아깝지는 않을 영화,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=147096&target=after,디스커버리,17036484,7
"거리 3부작의 시작을 제대로 알린 유하감독의 역작이작품으로 이후 권상우를 깔수 없었고 이정진을 다시봤으며 햄버거와 김부선누님을 잊을수 없었다학교라는 공간안에서 유신,독재정권 및 일진등 주류권들에 깔려사는 소시민의 한을 풀어준 통쾌한 풍자극 마지막 78번버스에서 내리는 한가인을 잡지  못하는 권상우를 보면서 깊은 여운과 젊은시절이 잔잔하게 남는다",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=37245&target=after,말죽거리 잔혹사,17036483,10
이런종류의 영화는 처음봤는데쫌 잔인했지만 재밌었어요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036482,10
메이드인 홍콩이라는 영화가 생각나는 영화! 이정재! 황정민!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036481,8
좌파선전영화 그 이상도 이하도 아님,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17036480,1
OOOO 그냥 처음부터 영화 보는거 포기하고싶었네 처음에 나오는 무개념년 보고 불화통이 터졌는데 에이 이년이 여주겠어? 싶었는데 여주 ㅅㅂ 애미는 격리캠프에서 딸 감염됐는데도 숨기고 쳐나가는 무개념 맘충이고 애새끼는 지엄마 닮아서 그렇게 사람 개빡치게 하냐 보고나서 몇달치 스트레스 한꺼번에 받았네 ^^1이발,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=72522&target=after,감기,17036479,1
재미1도업슴,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=10037&target=after,에이리언,17036478,1
솔직히 말해서 잠수함 씬은 꽤나 볼만했음근데 왜자꾸 남북 평화통일에 대한 내용이 자꾸 나오는지 모르겠네왜문x인이 시키드나??난 죽어도 전쟁으로 이겨서 하는 통일이지 평화통일은 싫다전쟁을 해라 차라리,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17036477,3
이정재황정민말이필요없는영화,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036454,9
흥미있게 봤어요. 클래식을 즐겨 듣는 사람으로 이런 영화는 참 좋아요. 연주 여행에 따라간 것 같은 느낌이에요.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=174099&target=after,파이널리스트,17036453,8
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036452,10
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184520&target=after,키싱 부스 2,17036451,10
와 이정재 지드래곤 무슨말인지 딱알겠음;간지가 인간의 모습으로 나타난다면 이정재가 아닐지..반해버리고 말았다후반부쯤에 약간 신파 느낌만 없었으면 완벽했을듯.다된영화에 신파뿌리기 느낌이라 1점뺀다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036450,9
아니 진짜 재밌는데 도대체 재미없다하시는 분들 ... 뭐죠 진짜 애들이랑 너무 재밌게 봤어요  ㅠ ㅠ 최고,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,반도,17036449,10
알바생들 누구얏! 다 엎드려뻗쳐!  평점에 낚이지 마시오,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=168047&target=after,크레이지 리치 아시안,17036448,1
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193976&target=after,깡패와 소녀,17036447,8
진짜 최악의 영화감독은 무슨 생각으로 이 영화를만들었을까도대체 제작비가 아깝다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17036446,2
편안하고 재밌게 봤습니다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194007&target=after,불량한 가족,17036445,9
불륜이라는 주제이지만 영화이니까 하면서 보았다. 나는 80년대 뉴욕과 크리스마스 분위기가 마음에 들었다.  그곳에 가 본 적이 아직 없지만 .귀엽고 사랑스러운 여유로운 느낌이 좋았다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=10154&target=after,폴링 인 러브,17036465,8
이정재 굿! 연기너무잘해요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036464,10
보러갑니다잉보러가요잉,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036463,10
역시 황정민 이정재박정민 연기도 짱시간 가는줄 모름허버 잼있음,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036462,10
줄거리에 비해 너무 유치한 개그이지 않았나... 그래도 반도보다는 낫네,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17036461,6
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=182809&target=after,블랙아웃 : 인베이젼 어스,17036460,10
문재앙 이OO하는 것들이 평점 테러하는거 보니까 영화 잘 만들었나보네..,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17036459,10
few hooyah!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=86823&target=after,액트 오브 밸러: 최정예 특수부대,17036458,10
영화보고  기억나는것은  바다.잠수함뿐이네요돈아까워요ㅡㅡ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17036457,2
너어무 재밌어서 푹빠져봄 두시간 순삭,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036455,10
스토리가 뻔하고 전혀 새롭지 않았습니다배우 빼고는 볼게없는 영화,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036434,7
재미있네요잘봤습니다~~,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,반도,17036433,8
잔인한걸 잘 못보는데 적당한 수위로 보는데 불편감 없었습니다박정민 배우의 연기가 너무 멋있었어요!이정재 눈빛 장난없고~ 황정민도 장난없고~이정재랑 황정민 찐친스토리 좋아효,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036432,8
"초2,초5  최근들어 가장재밌었대요!! 최고최고!!딱 초딩용영화 !!!!5년내 최신작은 모두본 아이들인데 이게 탑이래요",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,#살아있다,17036431,10
원숭이 바톤받을 문주당은 과연?,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194688&target=after,광주비디오: 사라진 4시간,17036430,1
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036429,10
이렇게 재미없는 영화가 평점이 8점이나 되다니 말도 안된다. 4점에서 5점 사이가 적당할 것 같다. 최근 본 영화 중 가장 재미없음.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=124212&target=after,레버넌트: 죽음에서 돌아온 자,17036428,1
정말 너무 다 멋지고 최고의 영화에요 !!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193686&target=after,정도,17036427,10
너무 재밋게 봤어요~ 연기도 좋아요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036426,10
한국영화재미있어요하고싶어요안될까요제발보내드립니다네예,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036425,10
많은 기대를 안하고 봤는데 헉 ??? 했음..특유의 빨강 빨강한 영상미 너무 잘어울렸습니다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192066&target=after,소년시절의 너,17036444,9
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=57899&target=after,황후화,17036443,8
영화보면서 나도 모르게 눈물이 고인 영화입니다추천합니다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036442,10
"폼포코나 원령공주, 천공의 성 라퓨타를 보면서 늘 느끼는 점은.. 사람이란 동물이 제일 악하고 탐욕스러운 듯..악마가 따로없음..ㅇ_ㅇ",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=22749&target=after,폼포코 너구리 대작전,17036441,10
"보는 내내 지루하지 않고, 많은 생각을 하게 해준 영화였습니다. 인생영화 등극!",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=163788&target=after,알라딘,17036440,10
박정민 첫등장에  도대체 누구?박정민 이란걸알고  또 놀람박정민에 별점 쏟아부음,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036439,10
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=34431&target=after,영웅: 천하의 시작,17036438,9
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17036437,10
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036436,10
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=120793&target=after,더 랍스터,17036435,10
한국형 좀비영화는 부산행에서 끝냈어야...,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,#살아있다,17036414,4
진짜 보다가 졸았음. 끝나고 한숨나옴...,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17036413,4
연기력은 당연...믿고 보는 영화~스토리는...아저씨2인줄...이정재는 불사신이네요...,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036412,6
색다른 한국형 재난영화.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=174903&target=after,엑시트,17036410,8
"어떻게 이런 좋은 영화, 좋은 감상평에 비추천하는 사람들이 많은지ㅋㅋ 일본인들인가 ㅋㅋ",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=178526&target=after,봉오동 전투,17036409,10
구석구석 감독의 디테일이 돋보인다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=161967&target=after,기생충,17036408,7
또보고 싶어지는 장면장면등장의 소름은 역시 이정재인가~~~대박~~~친구랑 개봉일 봤는데남편과 또 보기로했어요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036407,10
살면서 이래 몰입 안되는 영화 첨임영화보고 나와서 잠 쏟아지는걸 거우 참았다2시간동안 푹신한 의자에 앉아있고 싶다?인내심 기르고싶다? 추천,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17036406,2
진짜 오랜만에 명품배우와 명품 영화 보고갑니다. 액션씬 굿이에요!!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036405,10
"배우들 연기는 말할필요없고,화려한액션과 카메라워킹 등 볼거리는 풍성. 다만,개연성이 떨어지고 러닝타임때문인지는 몰라도 중간중간 짤라버린듯한 화면 막 넘기기가 있어서 별로..  19금으로 만들었다면 더 좋았을듯합니다. 암튼 잘봤어요^^",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036404,7
"배트맨은 히어로중의 가장 가슴에 와닿는 히어로이다. 마블과 달리 현실적인 배경에 맞게 설정된 히어로라고 볼 수 있다. 배트맨 비긴즈(2005)는 배트맨의 유년시절과 배트맨이 된 사회적배경 및 이유를 알 수 있다면, 조커(2019)는 조커의 유년시절과 조커가 된 사회적배경 및 이유를 알 수 있다. 다크나이트(2008)는 배트맨과 조커의 치열한 전략과 전술을 볼 수 있는 명작이다. DC코믹스는 항상 나의 가슴을 뛰게하는 히어로계의 거장이다.",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=37439&target=after,배트맨 비긴즈,17036424,10
어딘가 숨고싶고 어딘가 쉬고싶은  그냥 어른애들의 꿈 ^^ 우리 휴가가서 꼭 꼭 꼭 이영화 봅시다 !,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=154449&target=after,리틀 포레스트,17036423,9
황정민씨랑 이정재씨둘다 모든영화에서 연기가 똑같아요....이런 류 영화좋아하는데...너무 ...식상했고 적혀있는 줄거리가 영화내용의 전부일뿐이에요 연출은 색감이 이뻤지만 이대로 계속 간다면 홍콩영화처럼 몰락할거같아요...박정민씨는 모든영화에서 다다르게나오고 각 캐릭터들을  소화시키는 능력이 참 좋네요 신선했습니다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036422,4
영화두좋구  특히 황정민 날설래게했다 너무멋잇고 연기짱,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036421,10
이놈의 좌빨영화...재미도 드럽게 없네...,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17036420,1
중반부까지는 진짜 오랜만에 영화보면서짜리한 스릴을 느끼며 봤습니다.후반부로 갈수록감동을주려는 장면들과 현실감 떨어지는 총격신에서 아쉽긴했지만 너무 재밌게 잘 봤습니다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036419,9
"내가 웬만해선 5점 밑으로 준적 없는데, 이영화는 정말아닌거같다.걍 전형적인 부자들이야기 영화.  감동도 없고 내용도 뻔한 그런 스토리",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=168047&target=after,크레이지 리치 아시안,17036418,1
웃다가 갑자기 울컥 하다가 현대인의 정서와 가족애의 환상의 콜라보..재난시 유의사항 생각하게 하는 유익하기도...지루함 일도 없이 보고 나서 기분 좋아지는 따뜻한 영화! 믿고 보는 조정석..역시 걸그룹 센터는 아무나 하는게 아님을 증명하는 윤아.. 주조연 모두 너무나 자연스런 연기!! 정말 좋은 영화 추천합니다!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=174903&target=after,엑시트,17036417,10
한국영화재미있어요하고싶어요안될까요제발보내드립니다!네예,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=180378&target=after,결백,17036416,10
박정민 연기 정말 미친것같네요 잘봤습니다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036415,10
"일단 한국영화스럽지는 않다. 로캐부터 언어에 이르기까지 한국보다는 일본,태국이 더 묻혀져있으며 비약도 은근히 많다. 그 모든걸 배우들의 힘으로 다 덮으려한다. 근데 또 덮어진다. 축구로 비유하자면 감독 전술은 뭣도 없는데 선수 3명이 멱살캐리한 느낌.",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036392,7
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036391,10
"흘러넘치는 장르적쾌감, 살짝 아쉬운 이야기디테일.",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036390,8
이게 70년대작품이면 이해를 하겠는데. .90년대라는게 문제,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=17226&target=after,블루 시걸,17036389,3
'살아있다'를 본 후 모든 영화가 블록버스터급 영화로 변했음,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036388,6
영상하고 사운드 외엔 큰 감흥을 못느꼈어요.그리고 남자 나오는 부분은 시종일관 웃김.저같은감상 가지신분없나요.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=182014&target=after,미드소마,17036387,3
후속편이 안나오다니..,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=39563&target=after,신암행어사,17036386,8
연기는 개지리는디 솔직히 개노잼 이런건 아닌데 스토리나 개연성이나 쫌.. 걍 그래요 많이 급 떨어진 테이큰 따라한 애매한 그냉 그런느낌 기대하지 말고 가볍게 보시면 ㄱㅊ을듯..,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17036385,6
