username,link,mention,tweet_date,tweet_time,retweets,favorites,mentions
SS_GameM,https://twitter.com/SS_GameM/status/1178334630279122945,"네!!! 편할 때 주세욧 ><S2 이틀이나 인사를 받는 걸까요!!? 저도 인사 열심히 해야겠어요!!! 이미 끝나신 건가요!! 완전 훌륭하게 해내셨을 거예요 끝난 게 아니라면.. 완전 잘하실거구,,,~~!! 감기도,, 몸도 조심하세요 ㅜㅜ 좋은 꿈 꾸시면 좋겠네요!!!ㅎㅎ 전 오늘은 작업이 많아서 밤을",2019-09-29,15:44:02,0,0,
_New_fork_,https://twitter.com/_New_fork_/status/1178334603372687361,난환절기마다감기걸림좆팔,2019-09-29,15:43:56,0,0,
nuyanim,https://twitter.com/nuyanim/status/1178334580023029760,아니 저 감기 걸렸다고 트윗 쓰고 왔는데 3번째 짤 보고 넘 찔렸음 ㅇㄴ ;;;,2019-09-29,15:43:50,0,0,
22_jin_ho,https://twitter.com/22_jin_ho/status/1178334489002438656,ㅠㅠ울 누야넴 아퍼??감기??,2019-09-29,15:43:29,0,0,
ari01251126,https://twitter.com/ari01251126/status/1178334476675338246,-웃지 말고 얼른 자 -..뽀뽀도 해달라 하고싶은데..그럼 진짜 감기 옮겠죠? -말이라고 -그래도 해주면 안 되나? 오노가 토닥거림을 멈추고 쇼를 봐 -응?..혀엉.. 얘가 어디서 이런 애교를 배워온거야? -안해주면 내가 해ㅇ.. 이마 위로 살짝 닿은 촉촉하고 부드러운 촉감에 쇼의 말이 끝맺지 못해,2019-09-29,15:43:26,0,10,
_New_fork_,https://twitter.com/_New_fork_/status/1178334463626842112,목이오지게따가운데아무리생각해도다음날감기각아닌지,2019-09-29,15:43:23,0,1,
omg_broccoli_,https://twitter.com/omg_broccoli_/status/1178334428793376773,ㅎㅎ 그럼요 선생님두 건강하시구여 다시 한 번 감기조심 하시구요. 아시죠 제 마음 선생님의 일상이 안온하길 바라는 휴 탐라에서 자주 뵈어요 8시간을 넘어서 쌤께 가야지요,2019-09-29,15:43:14,0,1,
hach_kirunea,https://twitter.com/hach_kirunea/status/1178334410044633090,저감기 다 나앗어요 오지죠,2019-09-29,15:43:10,0,4,
DoEun_3_3,https://twitter.com/DoEun_3_3/status/1178334345162944516,당근 출근 ㅋㅋ 근데 투잡이라그래... 월~토요일까진 진짜 내 직장근무인데 행사때문에 토요일 추가 근무한거고 일요일 어제는 우리엄마 지역행사 나가서 그거 가게 봐주느라 일한거 ^^..가족일이니까 뭐 열심히 해야댐 ㅜㅜ 월요일 오늘은 감기땜에 본직장은 병가냈고 병원갔다가 엄마일 봐주러 감 ㅜ,2019-09-29,15:42:54,0,0,
nv_woo,https://twitter.com/nv_woo/status/1178334316369084416,헐 완전 조아요 가슴 밑 언저리로 이케 꽉 잡아주는 고정대 밑으로 빙그르르 돌면 천 이케 감기면서 도랑가는 그런거 저 진짜 좋아해요 헐,2019-09-29,15:42:48,0,0,
Eagle_LT_bot,https://twitter.com/Eagle_LT_bot/status/1178334301659680768,감기는 옮기면 낫는다더라. 옮아줄테니 좀 나아봐.,2019-09-29,15:42:44,0,0,
sunpungky,https://twitter.com/sunpungky/status/1178334257472655360,윤지님 감기조심 태풍 조심,2019-09-29,15:42:34,0,0,
Wouldbest_TOBI,https://twitter.com/Wouldbest_TOBI/status/1178334241421049858,진짜 지금 감기걸려서 컨티션 개안좋은데 내일 수행있고 리그봐야되서 미친다,2019-09-29,15:42:30,0,1,
special_astro,https://twitter.com/special_astro/status/1178334193543073792,진우야 오늘도 무뿌무뿌 더운날씨에 무대하느라 너무 수고했구 그래도 일교차 크니까 감기 안걸리게 조심해 오늘 진우도 너무 멋지고 좋다 조만간 또 만날수 있길 바라며 진나잇 매일 매일 고마워 #아스트로 #진진 #박진우 #진이링 @offclASTROpic.twitter.com/KREudXugQB,2019-09-29,15:42:18,39,120,@offclASTROpic
Hakuba_Makoto,https://twitter.com/Hakuba_Makoto/status/1178334130683072512,감기에 걸리면 어떡하지.. 따뜻한 녹차를 마시면 좋겠어요..,2019-09-29,15:42:03,0,0,
That_is_I,https://twitter.com/That_is_I/status/1178334129747685376,대체 왜 밀리엄한테 아침공기에 감기걸리기 딱좋은 옷을 입힌거냐고(대분노),2019-09-29,15:42:03,1,1,
Jxxfrxxy__,https://twitter.com/Jxxfrxxy__/status/1178334035950485504,으엉 감기야ㅠㅠ? 지금같은 날씨에 감기 걸리기 쉬운데 조심하구 너무 무리하지말어,2019-09-29,15:41:41,0,0,
Sonia_sand_ssul,https://twitter.com/Sonia_sand_ssul/status/1178333938491650050,"<감기2> ""햄스터쨩, 감기 좀 옮겨주라. 나도 소니아상의 간호를 받고 싶다고!"" ""...달라고 한들 그리 쉽게 넘겨줄 수 있겠나."" ""안될건 또 뭐야. 오늘 밤 신세 좀 지자? 딱 붙어 있으면 옮겠지."" ""...네 방으로 돌아가라.""",2019-09-29,15:41:17,0,0,
hach_kirunea,https://twitter.com/hach_kirunea/status/1178333887832834048,테루님 감기에요?,2019-09-29,15:41:05,0,0,
1m_jordy,https://twitter.com/1m_jordy/status/1178333811530027008,"요즘 감기시즌이더라,,,, 옷 따뜨시 입고 잠 많이 자고 약먹고 아 나도 자고싶다",2019-09-29,15:40:47,0,0,
rad98501533,https://twitter.com/rad98501533/status/1178333799379136513,감기라서 쉬여야하긴 하지만..1시까지만 그리고 싶었는데 벌써 시간이이..,2019-09-29,15:40:44,0,0,
3040lys,https://twitter.com/3040lys/status/1178333772145520644,"잠이 오지 않는 밤이 잦다. 오늘도 감기지 않는 내 눈을 기다리다 잠이 혼자 먼저 잠들고, 잠의 옷도, 잠의 신발도 잠의 문패도 잠들고 나는 남아서 혼자 먼저 잠든 밤을 내려다본다. - 오규원 '남들이 시를 쓸 때'",2019-09-29,15:40:38,0,0,
rutpenis,https://twitter.com/rutpenis/status/1178333752985915393,환절기 감기조심하세요 윤지님!! ㅜ.ㅜ 감기독해여,2019-09-29,15:40:33,0,0,
YJH_x_kdj_Accra,https://twitter.com/YJH_x_kdj_Accra/status/1178333752054841345,된다.네 감기니까(쪽쪽),2019-09-29,15:40:33,0,0,
laugh_mango,https://twitter.com/laugh_mango/status/1178333737190215680,"감기걸렷나봐,,,,",2019-09-29,15:40:29,0,0,
MoonlightGentle,https://twitter.com/MoonlightGentle/status/1178333638120726528,시간 제한을 걸던가해요. 그러니 감기에 걸리지.,2019-09-29,15:40:06,0,1,
mookmook_1204,https://twitter.com/mookmook_1204/status/1178333615953870849,? 그러고보니 나 감기 나았네 진짜 어떻게 된 면역력이냐고 ㅋㅋㅋㅋㅋ,2019-09-29,15:40:01,0,0,
loveu_93,https://twitter.com/loveu_93/status/1178333588904824832,감기 걸려서요 솜털 님 감기 안 걸리게 조심해요 진짜 아프더라 약한 사람이 아프면 안 돼,2019-09-29,15:39:54,0,0,
letter_els,https://twitter.com/letter_els/status/1178333547737702400,지옥의 수족냉증과 다한증과 건조한 계절로 인한 목감기 + 진화버전 편도염의 계절이.. 돌아오고 있다...... 저주받은 체질......,2019-09-29,15:39:44,0,0,
qkstnr_0914,https://twitter.com/qkstnr_0914/status/1178333540561276928,어쩔수업시 서윦나에게 감기는 여자들..,2019-09-29,15:39:43,0,0,
Bakura_07,https://twitter.com/Bakura_07/status/1178333536647966720,응. (당신의 말에 고개를 끄덕인다. 감기가 위험하다는 뜻이었던 것 같다.),2019-09-29,15:39:42,0,0,
ing_pen,https://twitter.com/ing_pen/status/1178333514871128068,#살면서_아프거나_다쳐본_경험 골절: X 수술: O 쌍코피: O 독감: X 다래끼: O 깁스: X 화상: X 교통사고: X 결막염: O 식중독: X 위염: O 링거: O 진짜 신기하게 1년 내내 약하게 감기기운이 있는 대신 독감 신종플루 이런건 한 번도 안 걸렸다...ㅋㅋㅋㅋㅋㅋ의문의 자체백신 같은거였나ㅋㅋㅋ,2019-09-29,15:39:36,0,1,
HJKcheer4,https://twitter.com/HJKcheer4/status/1178333498496577536,진짜 남편집자 카페에서 빨리감기로 돌린 거 비하인드로 꼭 내놔줘라...,2019-09-29,15:39:33,0,0,
346_rockstar,https://twitter.com/346_rockstar/status/1178333442947207168,"한 곡 시원히 연주하고 왔더니 눈이 감기는걸, 좋아, 다들 오늘 아침까지 내가 없어 아쉽겠지만 들어가서 자볼게. 모두 좋은 밤 보내도록해.",2019-09-29,15:39:19,1,2,
perrphecy,https://twitter.com/perrphecy/status/1178333299845894145,난 절대 감기에 지배당하지 않을 것이다 (상비약 주워먹음,2019-09-29,15:38:45,0,0,
sleep_guitar,https://twitter.com/sleep_guitar/status/1178333235555647488,어 환절기 감기 진짜 ㅡㅡ 개에바지,2019-09-29,15:38:30,0,1,
0dada0,https://twitter.com/0dada0/status/1178333213204201472,감기조심하세요 방나잇 #MPN #BTS #ARMY #BoyWithLuv @BTS_twt,2019-09-29,15:38:25,9,2,@BTS_twt
sense_Arat,https://twitter.com/sense_Arat/status/1178333197169393664,전이미 초감기여서 괜찮을꺼에요(?,2019-09-29,15:38:21,0,0,
Hanhanper_lin,https://twitter.com/Hanhanper_lin/status/1178333148804866050,#살면서_아프거나_다쳐본_경험 골절: ㄴㄴ 수술: ㅇ 쌍코피: 그냥 코피 독감: 5번 다래끼: 피곤할때마다 장염: 8...?번 깁스: ㄴ 화상: ㄴ 교통사고: ㄴ 결막염: ㄴ 식중독: ㄴ 위염: ㄴ 링거: ㅇ 저 진짜 아픈거랑 친해요 감기 1년에 3번 걸리는게 기본이구 목은 매일 부어있어요..,2019-09-29,15:38:09,0,7,
Mar_Yul_,https://twitter.com/Mar_Yul_/status/1178333098297085958,몸살...몸살났다.. 다들 감기조심하세요..,2019-09-29,15:37:57,0,1,
ASKK_WHG,https://twitter.com/ASKK_WHG/status/1178333096845832192,감기걸린거 아닌가요? (하하 같이 웃어준다) 오시바나 씨가 같이 사람들을 빠트릴 줄은 몰랐어요. 다른 둘은 예상했지만..~(?),2019-09-29,15:37:57,0,0,
maru_06121,https://twitter.com/maru_06121/status/1178333092043296768,4시간밖에 안잤는데 깬 이유는 제가 감기에 걸렷다는 사실인데요 흐,2019-09-29,15:37:56,0,0,
Brigitte_L_,https://twitter.com/Brigitte_L_/status/1178333048862961664,"하핫.. 그렇군요. 그래도 감기 걸리지 않게 조심하셔요, 박사님. ᕕ( ᐛ )ᕗ",2019-09-29,15:37:45,0,0,
Bok_hee_39,https://twitter.com/Bok_hee_39/status/1178333045272674304,"-뭐야 여기 어떻게 알았어? -그냥.. 아까 화장실 오면서 봤는데 꽤 좋아서 기억하고 있었어요 -헐 진짜 대박 좋다 완전 시원해 -그래도 패딩 꽉 안 여매면 감기 걸려요 -걸려도 돼~ 감기가 뭐 대수라고 -뭘 돼요 안 돼요 하면서 윤이 국 패딩, 자크 끝까지 올려주고 패딩에 달려있는 모자까지 씌워줘",2019-09-29,15:37:45,0,0,
rowel0922,https://twitter.com/rowel0922/status/1178333019716800513,아이고 환절기라 그런가ㅠㅜ감기엔 자는 게 최고던데 푹 쉬세요ㅠㅠㅠ,2019-09-29,15:37:38,0,0,
Ibd3b68xrpRLzkh,https://twitter.com/Ibd3b68xrpRLzkh/status/1178332992864833536,미친 세트허리 한팔로 감기네 ㅎㅎㅎ 개좋다,2019-09-29,15:37:32,0,1,
_I_am_Frisk_,https://twitter.com/_I_am_Frisk_/status/1178332970521726976,* 감기 걸리지 말라고 조언해준다..,2019-09-29,15:37:27,0,0,
DeepNight_0526,https://twitter.com/DeepNight_0526/status/1178332954847657984,#살면서_아프거나_다쳐본_경험 골절: 수술: 쌍코피: 독감: 다래끼: 장염: 깁스: 화상: 이상하게 화상 자국 많음 교통사고: 결막염: 식중독: 위염: 지금 역류성까지 같이 있는데 뒤질것같음 링거: 감기걸리면 얘는 무조건임,2019-09-29,15:37:23,0,0,
GG_Kungya,https://twitter.com/GG_Kungya/status/1178332877949267968,웅웅 당근 괜찮아질 거야 ~~~!! ㅠㅠㅠㅠ지지가 옆에서 웥터님 감기 다 나으시라구 뽑뽀 해드릴거니까ㅠㅠㅠㅠ!!!!! (쭈압,2019-09-29,15:37:05,0,1,
Want_me_Tonight,https://twitter.com/Want_me_Tonight/status/1178332877450297344,그대 이제 감기옮는다.,2019-09-29,15:37:05,0,0,
YJHxKDJ_Accra,https://twitter.com/YJHxKDJ_Accra/status/1178332875130671104,원래 매년 거쳐가는 편이라. 어째 한동안 쌩쌩하더라. 그나저나 계속 그렇게 뽀뽀하면 감기 옮을걸?,2019-09-29,15:37:04,0,0,
sense_Arat,https://twitter.com/sense_Arat/status/1178332863239835648,(여처님 이르키고 누움)감기걸려요!,2019-09-29,15:37:01,0,1,
FFXIV_Gnks,https://twitter.com/FFXIV_Gnks/status/1178332856591892480,한 4일 전부턴가 파판하는 내내 토할 거 같고 오잘오질해서 뒤늦게 스리디 멀미 하늠 줄 알앗는데 감기기운이엇다~~,2019-09-29,15:37:00,0,4,
I_LOVE_ALLOFYOU,https://twitter.com/I_LOVE_ALLOFYOU/status/1178332780968566784,"아하하, 맞아~! 언제나 포근해서 좋아~ 타다~! (꼬옥~!) 샤워해서 그런지 더 보들보들한 느낌이야~! 머리는 잘 말렸어~? 감기 걸릴 수도 있으니까~!",2019-09-29,15:36:42,0,0,
jjiniloveyoon,https://twitter.com/jjiniloveyoon/status/1178332753407856640,ㅠㅠ감기 조심하셔요. 저도 한차례왔다갔네요. 흐규,2019-09-29,15:36:35,1,1,
BTS_PURPLE_YOUU,https://twitter.com/BTS_PURPLE_YOUU/status/1178332720440561664,일교차 장난 아니네요ㅠㅠ 울님들 감기 조심하시고 덥다고 막 반팔 입지 마시고 겉옷 챙겨나가세요 방나잇 #ActualityAwards19 #ActualityBTS @BTS_twt,2019-09-29,15:36:27,10,6,@BTS_twt
be54810_1,https://twitter.com/be54810_1/status/1178332718066618369,샤멀 꼬리로 미카엘 손 감기,2019-09-29,15:36:27,0,0,
cyforcy,https://twitter.com/cyforcy/status/1178332705076834304,감기 기운이 좀 있어서요... 지금은 괜찮아졌어요!,2019-09-29,15:36:23,0,0,
Domuman,https://twitter.com/Domuman/status/1178332643202457600,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 피에 진심 하찮아ㅋㅋㅋㅋㅋㅋㅋ쿠ㅜㅜㅜㅜㅜㅜㅜ아 피에가 로즈 물어다녀야는거 아니냐구요 진짜하찮아 피에자식 ㅜ ㅁㅈㅇ 여우도 갱얼쥐과라구요(?) 피에는 털뽀송북실해서 감기 잘 안걸릴거예요(?) 피에으 ㅣ겨울나기 ㅍㅐ션은... 로즈에게 맡깁니다(?,2019-09-29,15:36:09,0,1,
lvRLCL4DLwMo4oa,https://twitter.com/lvRLCL4DLwMo4oa/status/1178332592220692480,...아? 남이사 한 시까지 깨든 네 시까지 깨든 무슨 상관이길래 내 탓이냐. 걱정 안 해도 이제 감기 안 걸릴거거든? 너나 조심해. 감기기운은 다 떨어지고 하는 소리겠지?,2019-09-29,15:35:57,0,0,
s1n_prisa,https://twitter.com/s1n_prisa/status/1178332563800150017,"아랑곳않고 기어이 임의 어깨에 옷을 덮어준다 사실은, 아까 ... 아까 그... 게임 있잖아 아... 지금 말하고 싶어서 어쩐지 임의 귀가 훅훅 달아오른다 아 진짜 감기가 심해졌나봐 들어가면 바로 약 먹고 자야겠다 형도 이렇게 가까이 있으면 옮을 텐데, 심장박동이 빨라지고 생각이 점점 두서없어진다",2019-09-29,15:35:50,0,2,
loonaSalt_1,https://twitter.com/loonaSalt_1/status/1178332556720164866,나도....걸림...난 목감기,2019-09-29,15:35:48,0,0,
minor_mind,https://twitter.com/minor_mind/status/1178332509433524225,사실 눈을 뜬 순간부터 눈을 감기 전까지 죽고싶다는 생각을 해.,2019-09-29,15:35:37,0,0,
ixix_twt,https://twitter.com/ixix_twt/status/1178332301693837313,CIX 가 더 고생 많았죠ㅠㅠ 더운데 힘든 안무에 햇빛까지.. 병곤팡도 감기 걸리지 마시고 잘자요 곤라뷰곤팡곤나잇,2019-09-29,15:34:47,0,0,
Umii_cn,https://twitter.com/Umii_cn/status/1178332286510460928,안그래도 감기걸려서 추운데 잠깨려고 목에 물수건은 두르고 있고 미쵸 진짜ㅠㅠ,2019-09-29,15:34:44,0,2,
ugeabimohasino,https://twitter.com/ugeabimohasino/status/1178332228037705729,비염 애비뒤지게 좆같다... 감기걸리면 코감기가 제일 먼저 걸려서 제일 늦게 낫고 추우면 자동 코막힘. 물 자주 안 마시면 환절기에 코 말라서 안에 혈관터짐.,2019-09-29,15:34:30,0,3,
nuyanim,https://twitter.com/nuyanim/status/1178332199495430149,여러분 감기 조심하세요 일교차 크니까 저처럼 선풍기 틀어놓고 이불 걷어차지 마시구 모두 따듯한 밤 되시길,2019-09-29,15:34:23,0,7,
papu_dumatin,https://twitter.com/papu_dumatin/status/1178332186044334080,빨간 땡땡이 두건 쓰고 ‘감기 조심하세요-‘하는 셩규가 보고 싶네요ㅠㅠㅜ,2019-09-29,15:34:20,0,0,
dazz_28,https://twitter.com/dazz_28/status/1178332145019785217,"여친감기걸려도 아랑곳않고 뽀뽀할거 같네요... 여친이 감기걸린다고 밀어내는데 안 밀리고 자기야 나 감기같은거 안걸려~ㅎㅎ 이러는데 진짜임;;; 감기도 안 옮는 인소주인공 단, 이별시에 한 며칠을 존나아파서 사경을 헤매는데 그때 여친이와서 죽끓여줘서 단박에 나앗다네요",2019-09-29,15:34:10,0,1,
papu_dumatin,https://twitter.com/papu_dumatin/status/1178332138157985793,선생님들 감기 조심하세요!! 정말 줏겠ㅅ요,2019-09-29,15:34:08,0,1,
Hiri_Point,https://twitter.com/Hiri_Point/status/1178332067563589632,감기조심해!,2019-09-29,15:33:51,0,0,
hi_kar_ii,https://twitter.com/hi_kar_ii/status/1178332052686430209,"감기 제대로 걸렸다.,ㅠㅠ",2019-09-29,15:33:48,0,4,
mefo_0402_,https://twitter.com/mefo_0402_/status/1178332000995835904,감기 심하게 걸려버렸다 어지러워,2019-09-29,15:33:36,0,1,
Part_time_AI,https://twitter.com/Part_time_AI/status/1178331986068262914,여기 계속 있으면 감기걸릴거야....,2019-09-29,15:33:32,0,0,
ViguneLYJ,https://twitter.com/ViguneLYJ/status/1178331953004597249,감기때무네 열이 많이 난다 화난다아ㅏㅏㅏ!!,2019-09-29,15:33:24,0,0,
heejgle,https://twitter.com/heejgle/status/1178331911992725504,와 진짜 잘먹는다ㅋㅋㅋㅋㅋ카페에서 빨리감기 하는데도 보면 염이랑 히진만 계속 먹고잇엌ㅋㅋㅋㅋㅋㅋ,2019-09-29,15:33:14,0,0,
carriere_gerard,https://twitter.com/carriere_gerard/status/1178331829931110401,감기 걸릴지도 모르는데요? 그럼 하루종일 고통속에 기침을 하고 .. 침대 밖으로는 한 발자국도 못 벗어나겠지요..... 제가 정말 그렇게 되길 바랍니까..?,2019-09-29,15:32:55,0,0,
Akyulli,https://twitter.com/Akyulli/status/1178331787845500929,마기로기 마법사감기 시날 스포O) ○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○ https://fse.tw/rAGTO#friend,2019-09-29,15:32:45,0,0,
YJH_x_kdj_Accra,https://twitter.com/YJH_x_kdj_Accra/status/1178331754513321986,(짧게 입을 맞춘다)감기인거냐.김독자.,2019-09-29,15:32:37,0,0,
ff092319,https://twitter.com/ff092319/status/1178331754379132928,이러다가 감기 걸린다고 걱정하겠지? 그와중에 그럴 거라니까... 그럼 뜨겁게 해주세요 라고 말하면서 젖은 손으로 막 옷자락을 들어올리면서... 약간 흰 목덜미에 입술 댄다고 하니 개신나 정말 ; 열라 따뜻해서 막 계속 품에 파고들고 싶은 그런 느낌이... 하아 존나 먹기.. ;;;,2019-09-29,15:32:37,0,1,
0618_nunu,https://twitter.com/0618_nunu/status/1178331753515085824,#살면서_아프거나_다쳐본_경험 골절: O 초딩때 왼손네번째 손가락 부러짐 수술: O 쌍코피: X 그냥 코피는 자주남... 독감: O 다래끼: 옛날엔 진짜자주났었는데 장염: X 깁스: 저위에 골절됐을때 화상: 아주살짝..? 교통사고: X 결막염: X 식중독: X 위염: X 링거: 감기걸렸을때..?,2019-09-29,15:32:37,0,0,
lilykim_Theatre,https://twitter.com/lilykim_Theatre/status/1178331697508573184,금욜에 겜 너무오래해서(아침7시까지함) 토일 감기기운때문에 몸상태 꽝이라 겜도 대충하고 주로 그림그리고.. 넷플봣다 사실 보통 폰질이나 했지만 낼 연차쓰고 놀이동산 가서 조금 걱정되면서 기대댐,2019-09-29,15:32:23,0,1,
Nurude__SSR,https://twitter.com/Nurude__SSR/status/1178331696237699072,니가 한 시 전에만 잔다믄 내도 한 시에 자삐제. 만날 늦게 자이께 내도 네 시까지 깨가 보고 잔다 안 카나. 일찍 좀 자그라! 또 감기 걸리고 싶어가 그라나.,2019-09-29,15:32:23,0,0,
ij3678ab,https://twitter.com/ij3678ab/status/1178331599466663937,좋아 내가 뭐가 문제인지 생각해보자 1. 감기다 2. 히키코모리다 3. 시험기간에 공부를 안한다 완전 문제구만,2019-09-29,15:32:00,0,0,
Ryo_WHG,https://twitter.com/Ryo_WHG/status/1178331507305242624,내일도 하면..다들 감기에 걸려서 돌아갈거야 분명..... (끄덕인다.) 벌써 시간이 이렇게 될 줄이야..(휴대폰을 꺼내 누군가에게 문자를 보낸다.)아...그렇지 않을..까? 탐문조사하는 시간대가 전부 밤이었잖아? 낮밤이 바뀌는 줄 알았지..,2019-09-29,15:31:38,0,0,
49Ugkb3hvAV1kOX,https://twitter.com/49Ugkb3hvAV1kOX/status/1178331502498566144,머리아프네 감기조심하세용,2019-09-29,15:31:37,0,9,
JING_HA_SUNSU,https://twitter.com/JING_HA_SUNSU/status/1178331488049221633,감기 심해서 약 먹었는데도 잠이 안와서 트위터하고있어요,2019-09-29,15:31:33,0,0,
shine_jh0527,https://twitter.com/shine_jh0527/status/1178331474228998144,무대위 김재환 항상 최고야 오늘도 멋있었어 피곤할텐데 푹쉬고 환절기 감기 조심!!,2019-09-29,15:31:30,0,0,
DDO__323,https://twitter.com/DDO__323/status/1178331448081698818,ㅅㅂ 일ㅈ일안감기 가능?,2019-09-29,15:31:24,0,0,
xkk132,https://twitter.com/xkk132/status/1178331405371097088,아파서 화나 나만아플수 없음 내 자캐들 다 감기걸렸음 지금부터,2019-09-29,15:31:14,0,0,
IM____ChaChA,https://twitter.com/IM____ChaChA/status/1178331380557598727,(환절기때는 어김없이 감기 걸리는 인간) 감기인가,2019-09-29,15:31:08,0,1,
s2_junepiter,https://twitter.com/s2_junepiter/status/1178331217063661568,"독에 당했다면 왜 진즉 해독을 하지 않았는가, 옅은 의문을 품은 채로. 그리고 길드장님 상태를 면밀히 살펴본 세성 의료팀의 한 마디: 아무래도 감기몸살인 것 같은데요...? ...예? 열이 거의 40°C에 부상이니, 이래저래 무리하신 것까지 해서 몸상태가 엉망이기는 해도 일단은 몸살 증상이에요.",2019-09-29,15:30:29,0,17,
s2_junepiter,https://twitter.com/s2_junepiter/status/1178331209039900677,"또 막상 멀쩡하다고 둘러대자니 본인 몸 안 괜찮은 건 본인이 가장 잘 알고 있었음 (감기인 줄은 여전히 생각도 못하지만 몸 으슬으슬하고 평소보다도 느른한게 무언가 이상이 있다는 건 앎). 정상을 연기할 여력도 없고, 누가 봐도 '좋지 않은' 상태인 자신을 송 실장이 순순히 보내줄 리도 없고.",2019-09-29,15:30:27,0,2,
luv_ondo_01,https://twitter.com/luv_ondo_01/status/1178331203931295744,#살면서_아프거나_다쳐본_경험 골절: x 수술: O 쌍코피: X 독감: X 다래끼: x 장염: O(2일동안 집못나가고 못먹음) 깁스: O(거의3년 달고삼) 화상: O 교통사고: X 결막염: X 식중독: X 위염: X 링거: O(감기땜에 4번정도),2019-09-29,15:30:26,0,1,
COBB_486,https://twitter.com/COBB_486/status/1178331086796910593,레니가 너무 귀엽다 언넝 자지 않으면 감기가 날 찐으로 죽일 것 같기 때문에 이만 안녕하고 쫀 새벽 되시와요 pic.twitter.com/0GweY5LH2J,2019-09-29,15:29:58,0,1,
ari01251126,https://twitter.com/ari01251126/status/1178331046409977857,-나한테 감기 옮기려고? 투덜거리면서도 옆에 눕자 오노쪽으로 몸을 돌린 쇼는 눈을 천천히 깜빡거리며 오노를 봐 -그만 보고 자.. -더..볼래 -자고 내일봐 -내일도 보고 지금도 볼래요 -..아프니깐 어리광만 늘었어 -..형 -..왜 아파서 가라앉은 목소리며 풀린 눈빛이 야해가지곤 왜 불러 pic.twitter.com/tKhtUxFcrg,2019-09-29,15:29:48,0,11,
HyunjaePark,https://twitter.com/HyunjaePark/status/1178331031427932160,씨방새는 착착 감기고 지랄하기 좋은데 조중동도 이런걸 만들어야 욕할 맛이나는데 고민이 되네요. 입에 착착 붙고 듣는 놈들은 쪽팔러서 죽고싶은 그런걸 만들어야 되는데,2019-09-29,15:29:44,1,3,
Leian_kma,https://twitter.com/Leian_kma/status/1178331026847719424,아야야야....(살짝맞음)감기약주시면서 때린다니 너무하신다~나쁜기사시다 와아아아~~~~(영혼x,2019-09-29,15:29:43,0,0,
effort597,https://twitter.com/effort597/status/1178331020539523073,친구야 왜 불러놓고 말이 없어... 나 지금 눈이 감기는데 궁금해서 못 자겠어ㅜㅜ,2019-09-29,15:29:42,0,0,
yumminee_,https://twitter.com/yumminee_/status/1178331012578697216,"벌써 주말 끝 월요일 시작 오빠도 이제 엄청엄청 바빠질 날이 진짜진짜 얼마 안 남았다 지금도 바쁘겠지만 촬영 시작하면 많이 힘들겠ㅅ지 태풍도 하나 올라온다고 하고, 날씨는 일교차가 심해져서 감기 걸리기 딱 좋아졌으니깐 겉옷 꼭 따뜻하게 챙겨입어요 굿나잇 #이민호",2019-09-29,15:29:40,0,0,
identityVorom,https://twitter.com/identityVorom/status/1178330993167683584,"그럼 저도 모튼 따라서 자러 가야겠어요! 슬슬 눈이 감기기도 하구요... 내일 아침에 일어났을 때엔 피곤하지 않게 푹 자요! 사랑해요, 잘자요!",2019-09-29,15:29:35,0,1,
sanngang,https://twitter.com/sanngang/status/1178330924892614656,수혁이 시점은 지금 봐도 짜릿하다 외로운 댕댕이가 외로운 고앵이한테 감기는 과정ㅠ ㅠ,2019-09-29,15:29:19,0,4,
ichirin_0130,https://twitter.com/ichirin_0130/status/1178330891174572034,이잉 감기는 저두 걸렸는걸ㅠ 다 씻구 이제 누웟어요!!! 울 빅님두 푹 쉬시기ㅠㅠㅠㅠㅠ,2019-09-29,15:29:11,0,0,
ango_right_cpp,https://twitter.com/ango_right_cpp/status/1178330859100758018,안고:왠지 열이 나는 거 같아요... 감기라도 걸렸나. 요사노:그래? 그럼 내가 치료해줄까? 안고:착각이었습니다. 정말 멀쩡합니다.,2019-09-29,15:29:03,1,1,
u_fffu,https://twitter.com/u_fffu/status/1178330849357336577,추위 많이 타는 금은 벌써부터 목도리 두르고 있고 퐄은 감기 걸려서 마스크 쓰고 있는데 금 바스락 거리는 소리가 영 좋은지 공원 걸으면서 일부러 발 콩콩 거리며 더 바스락 거리고 퐄은 그냥 조용히 사각사각 걷겠지,2019-09-29,15:29:01,0,0,
TGM_RYU,https://twitter.com/TGM_RYU/status/1178330832789856256,@RT_Chickens_ 감기 조심하시길.,2019-09-29,15:28:57,0,0,@RT_Chickens_
papagogosing,https://twitter.com/papagogosing/status/1178330801017999360,부상이나 질병(가벼운감기말고... 좀 큰 병이나 장애같은거)은...조심해서..써주세요...아얘투디적허용같은느낌으로 막 하나하키 이런거면모르겟는데... 갑자기생각나서말해봄..공부나하겟습니다..ㅋㅋㅋ,2019-09-29,15:28:49,0,2,
YJHxKDJ_Accra,https://twitter.com/YJHxKDJ_Accra/status/1178330774602309632,그거 알아? 감기는 옮기면 빨리 낫는대.,2019-09-29,15:28:43,1,1,
